,AUD,BEF,CHF,DEM,DKK,ESP,FRF,GBP,ITL,NLG,SEK
29-Jul-96 ,0.7873,0.0328,0.8286,0.6755,0.1750,0.0079,0.1992,1.5565,0.0007,0.6015,0.1523
30-Jul-96 ,0.7827,0.0328,0.8307,0.6761,0.1750,0.0079,0.1993,1.5560,0.0007,0.6021,0.1514
31-Jul-96 ,0.7735,0.0330,0.8352,0.6792,0.1756,0.0080,0.2002,1.5554,0.0007,0.6053,0.1512
01-Aug-96 ,0.7724,0.0329,0.8331,0.6787,0.1757,0.0080,0.1999,1.5565,0.0007,0.6050,0.1524
02-Aug-96 ,0.7729,0.0328,0.8309,0.6764,0.1751,0.0079,0.1992,1.5420,0.0007,0.6029,0.1519
06-Aug-96 ,0.7759,0.0327,0.8302,0.6744,0.1745,0.0079,0.1981,1.5379,0.0007,0.6014,0.1514
07-Aug-96 ,0.7770,0.0327,0.8268,0.6736,0.1742,0.0079,0.1975,1.5423,0.0007,0.6001,0.1506
08-Aug-96 ,0.7786,0.0327,0.8264,0.6739,0.1743,0.0079,0.1977,1.5500,0.0007,0.6007,0.1505
09-Aug-96 ,0.7788,0.0328,0.8305,0.6762,0.1748,0.0079,0.1978,1.5493,0.0007,0.6026,0.1503
12-Aug-96 ,0.7775,0.0328,0.8330,0.6771,0.1750,0.0079,0.1977,1.5510,0.0007,0.6035,0.1500
13-Aug-96 ,0.7793,0.0329,0.8337,0.6774,0.1750,0.0080,0.1977,1.5500,0.0007,0.6037,0.1505
14-Aug-96 ,0.7793,0.0326,0.8282,0.6726,0.1738,0.0079,0.1968,1.5488,0.0007,0.5991,0.1506
15-Aug-96 ,0.7825,0.0327,0.8295,0.6731,0.1741,0.0079,0.1969,1.5500,0.0007,0.5999,0.1508
16-Aug-96 ,0.7840,0.0325,0.8254,0.6696,0.1731,0.0079,0.1960,1.5473,0.0007,0.5972,0.1503
19-Aug-96 ,0.7903,0.0326,0.8292,0.6725,0.1739,0.0079,0.1964,1.5445,0.0007,0.5993,0.1508
20-Aug-96 ,0.7867,0.0326,0.8289,0.6718,0.1740,0.0079,0.1968,1.5474,0.0007,0.5988,0.1515
21-Aug-96 ,0.7903,0.0327,0.8330,0.6744,0.1744,0.0080,0.1972,1.5505,0.0007,0.6013,0.1514
22-Aug-96 ,0.7913,0.0326,0.8288,0.6706,0.1735,0.0079,0.1967,1.5507,0.0007,0.5981,0.1512
23-Aug-96 ,0.7905,0.0327,0.8331,0.6733,0.1743,0.0080,0.1973,1.5531,0.0007,0.6002,0.1517
26-Aug-96 ,0.7907,0.0328,0.8380,0.6757,0.1751,0.0080,0.1979,1.5555,0.0007,0.6026,0.1518
27-Aug-96 ,0.7868,0.0328,0.8375,0.6759,0.1750,0.0080,0.1976,1.5527,0.0007,0.6031,0.1513
28-Aug-96 ,0.7908,0.0329,0.8386,0.6773,0.1752,0.0080,0.1978,1.5595,0.0007,0.6039,0.1514
29-Aug-96 ,0.7913,0.0328,0.8351,0.6751,0.1746,0.0080,0.1969,1.5563,0.0007,0.6019,0.1510
30-Aug-96 ,0.7910,0.0328,0.8330,0.6757,0.1748,0.0080,0.1975,1.5613,0.0007,0.6024,0.1509
03-Sep-96 ,0.7920,0.0327,0.8282,0.6739,0.1745,0.0080,0.1969,1.5673,0.0007,0.6011,0.1506
04-Sep-96 ,0.7920,0.0327,0.8295,0.6746,0.1746,0.0080,0.1967,1.5673,0.0007,0.6015,0.1506
05-Sep-96 ,0.7945,0.0327,0.8285,0.6736,0.1745,0.0080,0.1966,1.5673,0.0007,0.6008,0.1505
06-Sep-96 ,0.7980,0.0326,0.8224,0.6706,0.1738,0.0079,0.1964,1.5612,0.0007,0.5983,0.1505
09-Sep-96 ,0.8015,0.0325,0.8210,0.6693,0.1709,0.0079,0.1961,1.5587,0.0007,0.5970,0.1502
10-Sep-96 ,0.7995,0.0322,0.8110,0.6628,0.1719,0.0079,0.1941,1.5571,0.0007,0.5916,0.1488
11-Sep-96 ,0.8000,0.0322,0.8115,0.6628,0.1720,0.0079,0.1942,1.5553,0.0007,0.5916,0.1493
12-Sep-96 ,0.7962,0.0321,0.8068,0.6609,0.1714,0.0078,0.1934,1.5533,0.0007,0.5895,0.1493
13-Sep-96 ,0.7928,0.0321,0.8061,0.6615,0.1717,0.0078,0.1940,1.5545,0.0007,0.5899,0.1500
16-Sep-96 ,0.7870,0.0322,0.8068,0.6619,0.1718,0.0079,0.1945,1.5568,0.0007,0.5904,0.1506
17-Sep-96 ,0.7902,0.0321,0.8032,0.6601,0.1715,0.0078,0.1943,1.5551,0.0007,0.5892,0.1508
18-Sep-96 ,0.7893,0.0322,0.8054,0.6623,0.1720,0.0079,0.1943,1.5605,0.0007,0.5910,0.1510
19-Sep-96 ,0.7898,0.0321,0.8045,0.6602,0.1716,0.0079,0.1941,1.5517,0.0007,0.5891,0.1508
20-Sep-96 ,0.7918,0.0321,0.8068,0.6603,0.1717,0.0079,0.1949,1.5554,0.0007,0.5890,0.1511
23-Sep-96 ,0.7922,0.0321,0.8106,0.6616,0.1720,0.0079,0.1953,1.5581,0.0007,0.5902,0.1517
24-Sep-96 ,0.7878,0.0321,0.8078,0.6609,0.1721,0.0079,0.1953,1.5575,0.0007,0.5892,0.1518
25-Sep-96 ,0.7910,0.0321,0.8093,0.6612,0.1722,0.0079,0.1954,1.5637,0.0007,0.5896,0.1513
26-Sep-96 ,0.7930,0.0319,0.7981,0.6567,0.1711,0.0078,0.1944,1.5616,0.0007,0.5853,0.1503
27-Sep-96 ,0.7910,0.0318,0.7964,0.6560,0.1708,0.0078,0.1939,1.5629,0.0007,0.5848,0.1507
30-Sep-96 ,0.7919,0.0318,0.7967,0.6550,0.1707,0.0078,0.1936,1.5653,0.0007,0.5838,0.1508
01-Oct-96 ,0.7920,0.0318,0.7978,0.6554,0.1707,0.0078,0.1935,1.5645,0.0007,0.5841,0.1509
02-Oct-96 ,0.7954,0.0318,0.7972,0.6543,0.1707,0.0078,0.1931,1.5693,0.0007,0.5832,0.1513
03-Oct-96 ,0.7902,0.0318,0.7976,0.6541,0.1706,0.0078,0.1933,1.5669,0.0007,0.5832,0.1511
04-Oct-96 ,0.7898,0.0317,0.7960,0.6536,0.1705,0.0078,0.1932,1.5634,0.0007,0.5826,0.1510
07-Oct-96 ,0.7870,0.0317,0.7962,0.6533,0.1706,0.0078,0.1934,1.5637,0.0007,0.5824,0.1510
08-Oct-96 ,0.7893,0.0318,0.7996,0.6547,0.1710,0.0078,0.1938,1.5635,0.0007,0.5836,0.1519
09-Oct-96 ,0.7897,0.0318,0.7978,0.6542,0.1708,0.0078,0.1936,1.5640,0.0007,0.5832,0.1518
10-Oct-96 ,0.7900,0.0317,0.7986,0.6537,0.1706,0.0078,0.1934,1.5655,0.0007,0.5829,0.1515
11-Oct-96 ,0.7900,0.0317,0.7971,0.6530,0.1704,0.0078,0.1930,1.5751,0.0007,0.5822,0.1514
15-Oct-96 ,0.7909,0.0315,0.7892,0.6492,0.1695,0.0077,0.1920,1.5829,0.0007,0.5787,0.1510
16-Oct-96 ,0.7917,0.0315,0.7898,0.6499,0.1697,0.0077,0.1921,1.5845,0.0007,0.5792,0.1508
17-Oct-96 ,0.7923,0.0315,0.7878,0.6478,0.1690,0.0077,0.1916,1.5871,0.0006,0.5775,0.1503
18-Oct-96 ,0.7963,0.0315,0.7867,0.6486,0.1695,0.0077,0.1920,1.5903,0.0007,0.5777,0.1505
21-Oct-96 ,0.7999,0.0316,0.7907,0.6512,0.1701,0.0077,0.1926,1.5919,0.0007,0.5804,0.1511
22-Oct-96 ,0.7955,0.0316,0.7912,0.6516,0.1702,0.0077,0.1928,1.5957,0.0007,0.5811,0.1514
23-Oct-96 ,0.7945,0.0319,0.7973,0.6567,0.1713,0.0078,0.1944,1.5977,0.0007,0.5856,0.1522
24-Oct-96 ,0.7930,0.0319,0.7960,0.6574,0.1713,0.0078,0.1946,1.5921,0.0007,0.5858,0.1519
25-Oct-96 ,0.7920,0.0319,0.7939,0.6581,0.1717,0.0078,0.1949,1.6059,0.0007,0.5865,0.1519
28-Oct-96 ,0.7906,0.0320,0.7949,0.6591,0.1717,0.0078,0.1950,1.6125,0.0007,0.5876,0.1522
29-Oct-96 ,0.7908,0.0322,0.7973,0.6626,0.1724,0.0079,0.1961,1.6100,0.0007,0.5910,0.1527
30-Oct-96 ,0.7923,0.0322,0.7990,0.6626,0.1725,0.0079,0.1962,1.6323,0.0007,0.5907,0.1526
31-Oct-96 ,0.7928,0.0320,0.7920,0.6606,0.1720,0.0078,0.1956,1.6275,0.0007,0.5893,0.1522
01-Nov-96 ,0.7896,0.0321,0.7876,0.6604,0.1718,0.0078,0.1955,1.6363,0.0007,0.5890,0.1520
04-Nov-96 ,0.7874,0.0321,0.7861,0.6603,0.1719,0.0078,0.1953,1.6442,0.0007,0.5891,0.1514
05-Nov-96 ,0.7873,0.0320,0.7822,0.6577,0.1713,0.0078,0.1948,1.6467,0.0007,0.5865,0.1507
06-Nov-96 ,0.7923,0.0320,0.7828,0.6587,0.1714,0.0078,0.1949,1.6399,0.0007,0.5874,0.1513
07-Nov-96 ,0.7830,0.0322,0.7896,0.6636,0.1725,0.0079,0.1962,1.6476,0.0007,0.5912,0.1515
08-Nov-96 ,0.7878,0.0323,0.7902,0.6645,0.1728,0.0079,0.1965,1.6475,0.0007,0.5925,0.1518
12-Nov-96 ,0.7872,0.0323,0.7921,0.6666,0.1732,0.0079,0.1969,1.6465,0.0007,0.5940,0.1509
13-Nov-96 ,0.7879,0.0322,0.7886,0.6646,0.1731,0.0079,0.1965,1.6555,0.0007,0.5923,0.1506
14-Nov-96 ,0.7910,0.0322,0.7846,0.6625,0.1726,0.0079,0.1961,1.6635,0.0007,0.5906,0.1508
15-Nov-96 ,0.7900,0.0321,0.7825,0.6629,0.1726,0.0079,0.1962,1.6651,0.0007,0.5910,0.1509
18-Nov-96 ,0.7920,0.0323,0.7896,0.6665,0.1734,0.0079,0.1971,1.6701,0.0007,0.5943,0.1515
19-Nov-96 ,0.7943,0.0323,0.7874,0.6647,0.1731,0.0079,0.1967,1.6769,0.0007,0.5928,0.1510
20-Nov-96 ,0.7998,0.0324,0.7907,0.6683,0.1740,0.0079,0.1976,1.6784,0.0007,0.5958,0.1516
21-Nov-96 ,0.8113,0.0324,0.7895,0.6676,0.1737,0.0079,0.1969,1.6891,0.0007,0.5951,0.1512
22-Nov-96 ,0.8125,0.0322,0.7878,0.6648,0.1732,0.0079,0.1961,1.6803,0.0007,0.5926,0.1513
25-Nov-96 ,0.8120,0.0319,0.7776,0.6570,0.1712,0.0078,0.1940,1.6687,0.0007,0.5860,0.1504
26-Nov-96 ,0.8117,0.0318,0.7747,0.6556,0.1708,0.0078,0.1933,1.6733,0.0007,0.5845,0.1498
27-Nov-96 ,0.8113,0.0318,0.7740,0.6545,0.1705,0.0078,0.1932,1.6767,0.0007,0.5835,0.1498
28-Nov-96 ,0.8108,0.0317,0.7719,0.6523,0.1700,0.0077,0.1923,1.6807,0.0007,0.5822,0.1494
29-Nov-96 ,0.8140,0.0316,0.7674,0.6504,0.1697,0.0077,0.1914,1.6823,0.0007,0.5801,0.1490
02-Dec-96 ,0.8183,0.0314,0.7609,0.6478,0.1693,0.0077,0.1910,1.6843,0.0007,0.5774,0.1486
03-Dec-96 ,0.7968,0.0310,0.7521,0.6389,0.1672,0.0076,0.1890,1.6401,0.0007,0.5698,0.1470
04-Dec-96 ,0.7980,0.0309,0.7558,0.6401,0.1672,0.0076,0.1894,1.6396,0.0007,0.5706,0.1470
05-Dec-96 ,0.7983,0.0313,0.7613,0.6442,0.1676,0.0077,0.1906,1.6271,0.0007,0.5745,0.1468
06-Dec-96 ,0.7965,0.0314,0.7609,0.6463,0.1688,0.0077,0.1913,1.6421,0.0007,0.5760,0.1469
09-Dec-96 ,0.8038,0.0311,0.7536,0.6422,0.1678,0.0076,0.1901,1.6471,0.0007,0.5725,0.1460
10-Dec-96 ,0.8023,0.0312,0.7530,0.6435,0.1681,0.0077,0.1903,1.6507,0.0007,0.5734,0.1464
11-Dec-96 ,0.7911,0.0315,0.7629,0.6498,0.1693,0.0077,0.1920,1.6595,0.0007,0.5793,0.1474
12-Dec-96 ,0.7919,0.0314,0.7611,0.6479,0.1692,0.0077,0.1916,1.6576,0.0007,0.5779,0.1470
13-Dec-96 ,0.7923,0.0314,0.7596,0.6470,0.1688,0.0077,0.1918,1.6607,0.0007,0.5765,0.1472
16-Dec-96 ,0.7935,0.0312,0.7539,0.6440,0.1683,0.0077,0.1909,1.6627,0.0007,0.5741,0.1463
17-Dec-96 ,0.7959,0.0314,0.7569,0.6470,0.1690,0.0077,0.1917,1.6721,0.0007,0.5766,0.1466
18-Dec-96 ,0.7910,0.0312,0.7509,0.6434,0.1682,0.0076,0.1904,1.6727,0.0007,0.5734,0.1461
19-Dec-96 ,0.7940,0.0312,0.7491,0.6429,0.1677,0.0076,0.1905,1.6620,0.0007,0.5737,0.1462
20-Dec-96 ,0.7945,0.0313,0.7502,0.6449,0.1685,0.0077,0.1908,1.6672,0.0007,0.5749,0.1466
23-Dec-96 ,0.7973,0.0312,0.7478,0.6426,0.1680,0.0076,0.1904,1.6710,0.0007,0.5726,0.1456
24-Dec-96 ,0.7964,0.0312,0.7437,0.6427,0.1679,0.0076,0.1904,1.6725,0.0007,0.5729,0.1456
27-Dec-96 ,0.7953,0.0312,0.7410,0.6429,0.1681,0.0076,0.1906,1.6915,0.0007,0.5725,0.1456
30-Dec-96 ,0.7960,0.0311,0.7399,0.6419,0.1678,0.0076,0.1904,1.6905,0.0007,0.5720,0.1452
31-Dec-96 ,0.7945,0.0315,0.7471,0.6498,0.1698,0.0077,0.1928,1.7125,0.0007,0.5786,0.1466
02-Jan-97 ,0.7900,0.0315,0.7444,0.6487,0.1698,0.0077,0.1925,1.6865,0.0007,0.5780,0.1455
03-Jan-97 ,0.7915,0.0311,0.7356,0.6395,0.1681,0.0076,0.1893,1.6905,0.0007,0.5701,0.1443
06-Jan-97 ,0.7887,0.0310,0.7364,0.6380,0.1670,0.0076,0.1890,1.6855,0.0006,0.5685,0.1437
07-Jan-97 ,0.7893,0.0311,0.7384,0.6398,0.1678,0.0076,0.1894,1.6951,0.0007,0.5701,0.1435
08-Jan-97 ,0.7800,0.0308,0.7325,0.6344,0.1663,0.0075,0.1878,1.6885,0.0006,0.5652,0.1432
09-Jan-97 ,0.7785,0.0307,0.7310,0.6336,0.1664,0.0075,0.1879,1.6947,0.0007,0.5649,0.1442
10-Jan-97 ,0.7817,0.0306,0.7270,0.6306,0.1657,0.0076,0.1870,1.6817,0.0006,0.5618,0.1446
13-Jan-97 ,0.7785,0.0305,0.7245,0.6286,0.1650,0.0075,0.1863,1.6725,0.0006,0.5596,0.1439
14-Jan-97 ,0.7811,0.0304,0.7267,0.6273,0.1644,0.0075,0.1858,1.6701,0.0006,0.5582,0.1436
15-Jan-97 ,0.7770,0.0305,0.7285,0.6283,0.1649,0.0075,0.1862,1.6783,0.0006,0.5593,0.1439
16-Jan-97 ,0.7795,0.0304,0.7260,0.6269,0.1644,0.0075,0.1858,1.6767,0.0006,0.5577,0.1439
17-Jan-97 ,0.7806,0.0301,0.7166,0.6202,0.1627,0.0074,0.1839,1.6707,0.0006,0.5521,0.1421
20-Jan-97 ,0.7788,0.0298,0.7083,0.6154,0.1615,0.0074,0.1825,1.6603,0.0006,0.5478,0.1411
21-Jan-97 ,0.7775,0.0299,0.7072,0.6158,0.1613,0.0074,0.1826,1.6637,0.0006,0.5480,0.1413
22-Jan-97 ,0.7753,0.0296,0.7010,0.6109,0.1601,0.0073,0.1811,1.6537,0.0006,0.5435,0.1398
23-Jan-97 ,0.7720,0.0296,0.7031,0.6097,0.1597,0.0073,0.1809,1.6295,0.0006,0.5430,0.1375
24-Jan-97 ,0.7725,0.0297,0.7105,0.6133,0.1613,0.0073,0.1819,1.6279,0.0006,0.5459,0.1385
27-Jan-97 ,0.7723,0.0295,0.7027,0.6088,0.1598,0.0072,0.1807,1.6235,0.0006,0.5423,0.1377
28-Jan-97 ,0.7693,0.0294,0.7004,0.6067,0.1590,0.0072,0.1798,1.6161,0.0006,0.5403,0.1370
30-Jan-97 ,0.7658,0.0296,0.7028,0.6110,0.1602,0.0072,0.1810,1.6095,0.0006,0.5441,0.1384
31-Jan-97 ,0.7622,0.0296,0.7038,0.6112,0.1601,0.0072,0.1811,1.6023,0.0006,0.5436,0.1382
03-Feb-97 ,0.7673,0.0296,0.7050,0.6095,0.1598,0.0072,0.1804,1.6146,0.0006,0.5428,0.1372
04-Feb-97 ,0.7632,0.0295,0.7013,0.6082,0.1595,0.0072,0.1800,1.6207,0.0006,0.5418,0.1367
05-Feb-97 ,0.7613,0.0294,0.6998,0.6067,0.1592,0.0072,0.1797,1.6377,0.0006,0.5405,0.1356
06-Feb-97 ,0.7650,0.0293,0.7014,0.6055,0.1586,0.0072,0.1794,1.6351,0.0006,0.5391,0.1353
07-Feb-97 ,0.7614,0.0290,0.6923,0.5972,0.1568,0.0071,0.1770,1.6230,0.0006,0.5320,0.1347
10-Feb-97 ,0.7580,0.0293,0.7014,0.6038,0.1583,0.0071,0.1789,1.6387,0.0006,0.5378,0.1360
11-Feb-97 ,0.7585,0.0290,0.6969,0.5984,0.1569,0.0071,0.1771,1.6445,0.0006,0.5328,0.1351
12-Feb-97 ,0.7590,0.0288,0.6905,0.5939,0.1558,0.0070,0.1759,1.6335,0.0006,0.5290,0.1351
13-Feb-97 ,0.7678,0.0287,0.6881,0.5928,0.1556,0.0070,0.1756,1.6243,0.0006,0.5284,0.1350
14-Feb-97 ,0.7655,0.0287,0.6839,0.5933,0.1556,0.0070,0.1758,1.6211,0.0006,0.5282,0.1357
17-Feb-97 ,0.7670,0.0285,0.6752,0.5887,0.1545,0.0070,0.1745,1.6181,0.0006,0.5249,0.1348
18-Feb-97 ,0.7655,0.0287,0.6802,0.5926,0.1554,0.0070,0.1754,1.6031,0.0006,0.5276,0.1347
19-Feb-97 ,0.7670,0.0286,0.6722,0.5896,0.1545,0.0070,0.1745,1.6139,0.0006,0.5249,0.1339
20-Feb-97 ,0.7702,0.0287,0.6776,0.5930,0.1554,0.0070,0.1756,1.6111,0.0006,0.5282,0.1349
21-Feb-97 ,0.7776,0.0288,0.6796,0.5921,0.1552,0.0070,0.1754,1.6155,0.0006,0.5264,0.1347
24-Feb-97 ,0.7793,0.0290,0.6863,0.5978,0.1567,0.0071,0.1772,1.6335,0.0006,0.5316,0.1354
25-Feb-97 ,0.7770,0.0289,0.6831,0.5963,0.1564,0.0070,0.1768,1.6327,0.0006,0.5304,0.1346
26-Feb-97 ,0.7748,0.0287,0.6773,0.5928,0.1553,0.0070,0.1758,1.6335,0.0006,0.5271,0.1340
27-Feb-97 ,0.7783,0.0287,0.6780,0.5927,0.1554,0.0070,0.1756,1.6291,0.0006,0.5271,0.1339
28-Feb-97 ,0.7768,0.0287,0.6784,0.5927,0.1554,0.0070,0.1756,1.6291,0.0006,0.5270,0.1334
03-Mar-97 ,0.7864,0.0285,0.6761,0.5891,0.1545,0.0069,0.1745,1.6177,0.0006,0.5240,0.1318
04-Mar-97 ,0.7903,0.0283,0.6722,0.5837,0.1530,0.0069,0.1730,1.6163,0.0006,0.5189,0.1303
05-Mar-97 ,0.7845,0.0283,0.6752,0.5838,0.1530,0.0069,0.1730,1.6110,0.0006,0.5189,0.1306
06-Mar-97 ,0.7870,0.0283,0.6729,0.5827,0.1528,0.0069,0.1728,1.6133,0.0006,0.5175,0.1305
07-Mar-97 ,0.7890,0.0282,0.6735,0.5819,0.1526,0.0069,0.1726,1.6035,0.0006,0.5165,0.1299
10-Mar-97 ,0.7878,0.0285,0.6786,0.5872,0.1540,0.0069,0.1741,1.6009,0.0006,0.5218,0.1315
11-Mar-97 ,0.7927,0.0284,0.6796,0.5872,0.1539,0.0069,0.1741,1.6060,0.0006,0.5217,0.1310
12-Mar-97 ,0.7943,0.0285,0.6826,0.5875,0.1540,0.0069,0.1742,1.5927,0.0006,0.5223,0.1300
13-Mar-97 ,0.7928,0.0284,0.6826,0.5863,0.1537,0.0069,0.1739,1.5970,0.0006,0.5212,0.1301
14-Mar-97 ,0.7983,0.0286,0.6865,0.5902,0.1547,0.0069,0.1748,1.6025,0.0006,0.5248,0.1289
17-Mar-97 ,0.7940,0.0287,0.6856,0.5916,0.1549,0.0070,0.1754,1.5901,0.0006,0.5259,0.1293
18-Mar-97 ,0.7865,0.0290,0.6950,0.5977,0.1565,0.0070,0.1770,1.5895,0.0006,0.5309,0.1301
19-Mar-97 ,0.7863,0.0288,0.6913,0.5941,0.1557,0.0070,0.1761,1.5981,0.0006,0.5279,0.1302
20-Mar-97 ,0.7874,0.0287,0.6899,0.5919,0.1553,0.0070,0.1755,1.5942,0.0006,0.5257,0.1306
21-Mar-97 ,0.7867,0.0287,0.6864,0.5921,0.1554,0.0070,0.1755,1.6017,0.0006,0.5266,0.1310
24-Mar-97 ,0.7873,0.0287,0.6858,0.5923,0.1555,0.0070,0.1757,1.6170,0.0006,0.5271,0.1312
25-Mar-97 ,0.7823,0.0286,0.6822,0.5911,0.1551,0.0070,0.1752,1.6172,0.0006,0.5256,0.1303
26-Mar-97 ,0.7830,0.0286,0.6826,0.5912,0.1551,0.0070,0.1754,1.6280,0.0006,0.5256,0.1310
27-Mar-97 ,0.7821,0.0289,0.6899,0.5973,0.1566,0.0070,0.1772,1.6315,0.0006,0.5306,0.1322
31-Mar-97 ,0.7840,0.0291,0.6953,0.5998,0.1573,0.0071,0.1782,1.6452,0.0006,0.5332,0.1328
01-Apr-97 ,0.7879,0.0290,0.6933,0.5985,0.1571,0.0071,0.1778,1.6488,0.0006,0.5323,0.1316
02-Apr-97 ,0.7847,0.0289,0.6928,0.5969,0.1566,0.0070,0.1772,1.6425,0.0006,0.5305,0.1308
03-Apr-97 ,0.7791,0.0290,0.6977,0.5992,0.1572,0.0071,0.1778,1.6455,0.0006,0.5323,0.1316
04-Apr-97 ,0.7758,0.0289,0.6940,0.5954,0.1561,0.0070,0.1767,1.6380,0.0006,0.5286,0.1314
07-Apr-97 ,0.7762,0.0284,0.6828,0.5854,0.1537,0.0069,0.1739,1.6278,0.0006,0.5203,0.1297
08-Apr-97 ,0.7810,0.0283,0.6804,0.5845,0.1535,0.0069,0.1738,1.6235,0.0006,0.5199,0.1306
09-Apr-97 ,0.7835,0.0281,0.6772,0.5796,0.1523,0.0069,0.1723,1.6215,0.0006,0.5159,0.1298
10-Apr-97 ,0.7815,0.0282,0.6803,0.5821,0.1528,0.0069,0.1730,1.6235,0.0006,0.5176,0.1300
11-Apr-97 ,0.7857,0.0281,0.6825,0.5803,0.1523,0.0069,0.1724,1.6246,0.0006,0.5161,0.1301
14-Apr-97 ,0.7808,0.0281,0.6809,0.5800,0.1523,0.0069,0.1725,1.6227,0.0006,0.5158,0.1310
15-Apr-97 ,0.7760,0.0280,0.6804,0.5768,0.1515,0.0069,0.1716,1.6267,0.0006,0.5132,0.1297
16-Apr-97 ,0.7715,0.0280,0.6798,0.5785,0.1520,0.0069,0.1721,1.6245,0.0006,0.5148,0.1296
17-Apr-97 ,0.7737,0.0281,0.6812,0.5800,0.1523,0.0069,0.1724,1.6313,0.0006,0.5160,0.1294
18-Apr-97 ,0.7741,0.0283,0.6851,0.5841,0.1530,0.0069,0.1733,1.6320,0.0006,0.5192,0.1303
21-Apr-97 ,0.7763,0.0284,0.6913,0.5872,0.1541,0.0070,0.1740,1.6352,0.0006,0.5222,0.1310
22-Apr-97 ,0.7783,0.0283,0.6854,0.5834,0.1531,0.0069,0.1728,1.6366,0.0006,0.5189,0.1301
23-Apr-97 ,0.7764,0.0283,0.6844,0.5841,0.1532,0.0069,0.1731,1.6221,0.0006,0.5189,0.1309
24-Apr-97 ,0.7752,0.0283,0.6846,0.5830,0.1530,0.0069,0.1728,1.6255,0.0006,0.5183,0.1303
25-Apr-97 ,0.7768,0.0281,0.6807,0.5793,0.1521,0.0069,0.1716,1.6238,0.0006,0.5151,0.1285
28-Apr-97 ,0.7800,0.0281,0.6807,0.5786,0.1520,0.0069,0.1716,1.6235,0.0006,0.5144,0.1284
29-Apr-97 ,0.7813,0.0281,0.6817,0.5799,0.1523,0.0069,0.1719,1.6326,0.0006,0.5156,0.1278
30-Apr-97 ,0.7797,0.0280,0.6790,0.5775,0.1516,0.0068,0.1713,1.6205,0.0006,0.5132,0.1274
01-May-97 ,0.7841,0.0282,0.6810,0.5812,0.1527,0.0069,0.1724,1.6242,0.0006,0.5166,0.1283
02-May-97 ,0.7838,0.0281,0.6807,0.5789,0.1520,0.0069,0.1718,1.6223,0.0006,0.5149,0.1278
05-May-97 ,0.7803,0.0280,0.6777,0.5772,0.1516,0.0068,0.1712,1.6203,0.0006,0.5136,0.1264
06-May-97 ,0.7773,0.0281,0.6842,0.5806,0.1525,0.0069,0.1720,1.6375,0.0006,0.5164,0.1280
07-May-97 ,0.7763,0.0281,0.6845,0.5809,0.1526,0.0069,0.1722,1.6371,0.0006,0.5164,0.1290
08-May-97 ,0.7802,0.0284,0.6924,0.5856,0.1539,0.0069,0.1736,1.6201,0.0006,0.5206,0.1297
09-May-97 ,0.7784,0.0288,0.7032,0.5940,0.1559,0.0070,0.1756,1.6212,0.0006,0.5280,0.1306
12-May-97 ,0.7785,0.0284,0.6952,0.5871,0.1541,0.0069,0.1742,1.6237,0.0006,0.5217,0.1300
13-May-97 ,0.7772,0.0285,0.6956,0.5893,0.1548,0.0070,0.1750,1.6321,0.0006,0.5238,0.1306
14-May-97 ,0.7781,0.0285,0.6949,0.5882,0.1545,0.0070,0.1747,1.6403,0.0006,0.5231,0.1314
15-May-97 ,0.7768,0.0285,0.6980,0.5885,0.1546,0.0070,0.1748,1.6387,0.0006,0.5236,0.1316
16-May-97 ,0.7753,0.0286,0.7044,0.5907,0.1551,0.0070,0.1753,1.6377,0.0006,0.5253,0.1313
20-May-97 ,0.7743,0.0286,0.7108,0.5902,0.1549,0.0070,0.1753,1.6445,0.0006,0.5246,0.1320
21-May-97 ,0.7840,0.0286,0.7115,0.5912,0.1552,0.0070,0.1756,1.6465,0.0006,0.5259,0.1327
22-May-97 ,0.7793,0.0286,0.7072,0.5898,0.1549,0.0070,0.1753,1.6265,0.0006,0.5248,0.1317
23-May-97 ,0.7648,0.0287,0.7120,0.5914,0.1553,0.0070,0.1755,1.6330,0.0006,0.5261,0.1317
26-May-97 ,0.7670,0.0287,0.7143,0.5917,0.1554,0.0070,0.1753,1.6405,0.0006,0.5263,0.1311
27-May-97 ,0.7643,0.0285,0.7057,0.5874,0.1545,0.0070,0.1743,1.6287,0.0006,0.5230,0.1307
28-May-97 ,0.7637,0.0286,0.7052,0.5908,0.1551,0.0070,0.1746,1.6379,0.0006,0.5248,0.1303
29-May-97 ,0.7642,0.0285,0.7083,0.5886,0.1545,0.0069,0.1742,1.6407,0.0006,0.5230,0.1296
30-May-97 ,0.7623,0.0283,0.7060,0.5850,0.1537,0.0069,0.1731,1.6357,0.0006,0.5203,0.1291
02-Jun-97 ,0.7582,0.0281,0.6993,0.5793,0.1521,0.0069,0.1718,1.6343,0.0006,0.5149,0.1284
03-Jun-97 ,0.7611,0.0280,0.6954,0.5785,0.1519,0.0069,0.1716,1.6361,0.0006,0.5143,0.1292
04-Jun-97 ,0.7586,0.0280,0.6908,0.5772,0.1516,0.0068,0.1713,1.6279,0.0006,0.5131,0.1291
05-Jun-97 ,0.7613,0.0280,0.6904,0.5782,0.1519,0.0068,0.1714,1.6334,0.0006,0.5140,0.1290
06-Jun-97 ,0.7603,0.0280,0.6882,0.5786,0.1519,0.0068,0.1712,1.6286,0.0006,0.5139,0.1283
